movie_name,release_year,director,age_difference,actor_1_name,actor_1_gender,actor_1_birthdate,actor_1_age,actor_2_name,actor_2_gender,actor_2_birthdate,actor_2_age,same_sex
The Living Daylights,1987,John Glen,16,Jeroen Krabbe,man,1944-12-05,43,Maryam d'Abo,woman,1960-12-27,27,FALSE
The Other Boleyn Girl,2008,Justin Chadwick,16,Eric Bana,man,1968-08-09,40,Scarlett Johansson,woman,1984-11-22,24,FALSE
The Prestige,2006,Christopher Nolan,16,Hugh Jackman,man,1968-10-12,38,Scarlett Johansson,woman,1984-11-22,22,FALSE
The Raven,2012,James McTeigue,16,John Cusack,man,1966-06-28,46,Alice Eve,woman,1982-02-06,30,FALSE
The Sand Pebbles,1966,Robert Wise,16,Steve McQueen,man,1930-03-24,36,Candice Bergen,woman,1946-05-09,20,FALSE
The Wolf of Wall Street,2013,Martin Scorsese,16,Leonardo DiCaprio,man,1974-11-11,39,Margot Robbie,woman,1990-07-02,23,FALSE
Troy,2004,Wolfgang Petersen,16,Brad Pitt,man,1963-12-18,41,Rose Byrne,woman,1979-07-24,25,FALSE
Unfaithful,2002,Adrian Lyne,16,Richard Gere,man,1949-08-31,53,Diane Lane,woman,1965-01-21,37,FALSE
What Lies Beneath,2000,Robert Zemeckis,16,Harrison Ford,man,1942-07-13,58,Michelle Pfeiffer,woman,1958-04-29,42,FALSE
Why Him?,2016,John Hamburg,16,James Franco,man,1978-04-19,38,Zoey Deutch,woman,1994-11-10,22,FALSE
Analyze This,1999,Harold Ramis,15,Billy Crystal,man,1948-03-14,51,Lisa Kudrow,woman,1963-07-30,36,FALSE
Angel Heart,1987,Alan Parker,15,Mickey Rourke,man,1952-09-16,35,Lisa Bonet,woman,1967-11-16,20,FALSE
Casino,1995,Martin Scorsese,15,Robert De Niro,man,1943-08-18,52,Sharon Stone,woman,1958-03-10,37,FALSE
Concussion,2015,Peter Landesman,15,Will Smith,man,1968-09-25,47,Gugu Mbatha-Raw,woman,1983-04-21,32,FALSE
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,15,Mark Ruffalo,man,1967-11-22,37,Kirsten Dunst,woman,1982-04-30,22,FALSE
Hollywood Ending,2002,Woody Allen,15,Treat Williams,man,1951-12-01,51,Tea Leoni,woman,1966-02-25,36,FALSE
Home Again,2017,Hallie Meyers-Shyer,-15,Pico Alexander,man,1991-06-03,26,Reese Witherspoon,woman,1976-03-21,41,FALSE
Liberal Arts,2012,Josh Radnor,15,Josh Radnor,man,1974-07-29,38,Elizabeth Olsen,woman,1989-02-16,23,FALSE
Licence to Kill,1989,John Glen,15,Timothy Dalton,man,1946-03-21,43,Carey Lowell,woman,1961-02-11,28,FALSE
Music and Lyrics,2007,Marc Lawrence,15,Hugh Grant,man,1960-09-09,47,Drew Barrymore,woman,1975-02-22,32,FALSE
Serena,2014,Susanne Bier,15,Bradley Cooper,man,1975-01-05,39,Jennifer Lawrence,woman,1990-08-15,24,FALSE
Sex and the City,2008,Michael Patrick King,-15,Jason Lewis,man,1971-06-25,37,Kim Cattrall,woman,1956-08-21,52,FALSE
Silver Linings Playbook,2012,David O. Russell,15,Bradley Cooper,man,1975-01-05,37,Jennifer Lawrence,woman,1990-08-15,22,FALSE
The American,2010,Anton Corbijn,15,George Clooney,man,1961-05-06,49,Violante Placido,woman,1976-05-01,34,FALSE
The Lover,1992,Jean-Jacques Annaud,15,Tony Leung Ka-fai,man,1958-02-01,34,Jane March,woman,1973-03-20,19,FALSE
The Man with the Golden Gun,1974,Guy Hamilton,15,Roger Moore,man,1927-10-14,47,Britt Ekland,woman,1942-10-06,32,FALSE
The Reader,2008,Stephen Daldry,-15,David Kross,man,1990-07-04,18,Kate Winslet,woman,1975-10-05,33,FALSE
Working Girl,1988,Mike Nichols,15,Harrison Ford,man,1942-07-13,46,Melanie Griffith,woman,1957-08-09,31,FALSE
8 1/2,1963,Federico Fellini,14,Marcello Mastroianni,man,1924-09-28,39,Claudia Cardinale,woman,1938-04-15,25,FALSE
A Perfect Murder,1998,Andrew Davis,14,Viggo Mortensen,man,1958-10-20,40,Gwyneth Paltrow,woman,1972-09-27,26,FALSE
An Education,2009,Lone Scherfig,14,Peter Sarsgaard,man,1971-03-07,38,Carey Mulligan,woman,1985-05-28,24,FALSE
Basic Instinct,1992,Paul Verhoeven,14,Michael Douglas,man,1944-09-25,48,Sharon Stone,woman,1958-03-10,34,FALSE
Because I Said So,2007,Michael Lehmann,14,Tom Everett Scott,man,1970-09-07,37,Mandy Moore,woman,1984-04-10,23,FALSE
Dreamgirls,2006,Bill Condon,14,Jamie Foxx,man,1967-12-13,39,Beyonce Knowles,woman,1981-09-04,25,FALSE
Dreamgirls,2006,Bill Condon,14,Jamie Foxx,man,1967-12-13,39,Jennifer Hudson,woman,1981-09-12,25,FALSE
Fifty Shades of Black,2016,undefined,14,Marlon Wayans,man,1972-07-23,44,Kali Hawk,woman,1986-10-04,30,FALSE
French Kiss,1995,Lawrence Kasdan,14,Kevin Kline,man,1947-10-24,48,Meg Ryan,woman,1961-11-19,34,FALSE
From Russia with Love,1963,Terence Young,14,Sean Connery,man,1930-08-25,33,Aliza Gur,woman,1944-04-01,19,FALSE
High Society,1956,Charles Walters,14,Frank Sinatra,man,1915-12-12,41,Grace Kelly,woman,1929-11-12,27,FALSE
Irrational Man,2015,Woody Allen,14,Joaquin Phoenix,man,1974-10-28,41,Emma Stone,woman,1988-11-06,27,FALSE
Keeping Up with the Joneses,2016,Greg Mottola,14,Jon Hamm,man,1971-03-10,45,Gal Gadot,woman,1985-04-30,31,FALSE
Licence to Kill,1989,John Glen,14,Robert Davi,man,1953-06-26,36,Talisa Soto,woman,1967-03-27,22,FALSE
Mission: Impossible III,2006,J.J. Abrams,14,Tom Cruise,man,1962-07-03,44,Michelle Monaghan,woman,1976-03-23,30,FALSE
Pushing Tin,1999,Mike Newell,14,Billy Bob Thornton,man,1955-08-04,44,Cate Blanchett,woman,1969-05-14,30,FALSE
Rumor Has It...,2005,Rob Reiner,14,Kevin Costner,man,1955-01-18,50,Jennifer Aniston,woman,1969-02-11,36,FALSE
Star Wars,1977,George Lucas,14,Harrison Ford,man,1942-07-13,35,Carrie Fisher,woman,1956-10-21,21,FALSE
Ted 2,2015,Seth MacFarlane,14,Mark Wahlberg,man,1971-06-05,44,Amanda Seyfried,woman,1985-12-03,30,FALSE
The American President,1995,Rob Reiner,14,Michael Douglas,man,1944-09-25,51,Annette Bening,woman,1958-05-29,37,FALSE
The Crush,1993,Alan Shapiro,14,Cary Elwes,man,1962-10-26,31,Alicia Silverstone,woman,1976-10-04,17,FALSE
The Legend of Tarzan,2016,David Yates,14,Alexander Skarsgard,man,1976-08-25,40,Margot Robbie,woman,1990-07-02,26,FALSE
The Living Daylights,1987,John Glen,14,Timothy Dalton,man,1946-03-21,41,Maryam d'Abo,woman,1960-12-27,27,FALSE
We Bought a Zoo,2011,Cameron Crowe,14,Matt Damon,man,1970-10-08,41,Scarlett Johansson,woman,1984-11-22,27,FALSE
3000 Miles to Graceland,2001,Demian Lichtenstein,13,Kurt Russell,man,1951-03-17,50,Courteney Cox,woman,1964-06-15,37,FALSE
Aloha,2015,Cameron Crowe,13,Bradley Cooper,man,1975-01-05,40,Emma Stone,woman,1988-11-06,27,FALSE
Anna Karenina,2012,Joe Wright,13,Jude Law,man,1972-12-29,40,Keira Knightley,woman,1985-03-26,27,FALSE
Bridge of Spies,2015,Steven Spielberg,13,Tom Hanks,man,1956-07-09,59,Amy Ryan,woman,1969-05-03,46,FALSE
Die Another Day,2002,Lee Tamahori,13,Pierce Brosnan,man,1953-05-16,49,Halle Berry,woman,1966-08-14,36,FALSE
Elf,2003,Jon Favreau,13,Will Ferrell,man,1967-07-16,36,Zooey Deschanel,woman,1980-01-17,23,FALSE
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,13,Jim Carrey,man,1962-01-17,42,Kate Winslet,woman,1975-10-05,29,FALSE
For Your Eyes Only,1981,John Glen,13,Chaim Topol,man,1935-09-09,46,Cassandra Harris,woman,1948-12-15,33,FALSE
How Stella Got Her Groove Back,1998,Kevin Rodney Sullivan,-13,Taye Diggs,man,1971-01-02,27,Angela Bassett,woman,1958-08-16,40,FALSE
John Q.,2002,Nick Cassavetes,13,Denzel Washington,man,1954-12-28,48,Kimberly Elise,woman,1967-04-17,35,FALSE
Joy,2015,David O. Russell,13,Edgar Ramirez,man,1977-03-25,38,Jennifer Lawrence,woman,1990-08-15,25,FALSE
Layer Cake,2004,Matthew Vaughn,13,Daniel Craig,man,1968-03-02,36,Sienna Miller,woman,1981-12-28,23,FALSE
Love Actually,2003,Richard Curtis,13,Alan Rickman,man,1946-02-21,57,Emma Thompson,woman,1959-04-15,44,FALSE
Nine Lives,2016,Barry Sonnenfeld,13,Kevin Spacey,man,1959-07-26,57,Jennifer Garner,woman,1972-04-17,44,FALSE
Palo Alto,2013,Gia Coppola,13,James Franco,man,1978-04-19,35,Emma Roberts,woman,1991-02-10,22,FALSE
Roman Holiday,1953,William Wyler,13,Gregory Peck,man,1916-04-05,37,Audrey Hepburn,woman,1929-05-04,24,FALSE
Suicide Squad,2016,David Ayer,13,Joel Kinnaman,man,1979-11-25,37,Cara Delevingne,woman,1992-08-12,24,FALSE
The Adjustment Bureau,2011,George Nolfi,13,Matt Damon,man,1970-10-08,41,Emily Blunt,woman,1983-02-23,28,FALSE
The Devil Wears Prada,2006,David Frankel,13,Simon Baker,man,1969-07-30,37,Anne Hathaway,woman,1982-11-12,24,FALSE
The Heartbreak Kid,2007,"Bobby Farrelly, Peter Farrelly",13,Ben Stiller,man,1965-11-30,42,Malin Akerman,woman,1978-05-12,29,FALSE
The Illusionist,2006,Neil Burger,13,Edward Norton,man,1969-08-18,37,Jessica Biel,woman,1982-03-03,24,FALSE
The Other Boleyn Girl,2008,Justin Chadwick,13,Eric Bana,man,1968-08-09,40,Natalie Portman,woman,1981-06-09,27,FALSE
The Polka King,2018,Maya Forbes,13,Jack Black,man,1969-08-28,49,Jenny Slate,woman,1982-03-25,36,FALSE
The Sixth Sense,1999,M. Night Shyamalan,13,Bruce Willis,man,1955-03-19,44,Olivia Williams,woman,1968-07-26,31,FALSE
The World Is Not Enough,1999,Michael Apted,13,Pierce Brosnan,man,1953-05-16,46,Sophie Marceau,woman,1966-11-17,33,FALSE
When Harry Met Sally...,1989,Rob Reiner,13,Billy Crystal,man,1948-03-14,41,Meg Ryan,woman,1961-11-19,28,FALSE
Wonder Boys,2000,Curtis Hanson,13,Michael Douglas,man,1944-09-25,56,Frances McDormand,woman,1957-06-23,43,FALSE
X-Men: First Class,2015,Matthew Vaughn,13,Michael Fassbender,man,1977-04-02,38,Jennifer Lawrence,woman,1990-08-15,25,FALSE
Yogi Bear,2010,Eric Brevig,13,Tom Cavanagh,man,1963-10-26,47,Anna Faris,woman,1976-11-29,34,FALSE
You Only Live Twice,1967,Lewis Gilbert,13,Sean Connery,man,1930-08-25,37,Mie Hama,woman,1943-11-20,24,FALSE
All About the Benjamins,2002,Kevin Bray,12,Tommy Flanagan,man,1965-07-03,37,Carmen Chaplin,woman,1977-07-27,25,FALSE
Allied,2016,Robert Zemeckis,12,Brad Pitt,man,1963-12-18,53,Marion Cotillard,woman,1975-09-30,41,FALSE
Bad Santa,2003,Terry Zwigoff,12,Billy Bob Thornton,man,1955-08-04,48,Lauren Graham,woman,1967-03-16,36,FALSE
Because I Said So,2007,Michael Lehmann,12,Gabriel Macht,man,1972-01-22,35,Mandy Moore,woman,1984-04-10,23,FALSE
Beginners,2010,Mike Mills,12,Ewan McGregor,man,1971-03-31,39,Melanie Laurent,woman,1983-02-21,27,FALSE
Casino Royale,2006,Martin Campbell,12,Daniel Craig,man,1968-03-02,38,Eva Green,woman,1980-07-06,26,FALSE
Delivery Man,2013,Ken Scott,12,Vince Vaughn,man,1970-03-28,43,Cobie Smulders,woman,1982-04-03,31,FALSE
From Russia with Love,1963,Terence Young,12,Sean Connery,man,1930-08-25,33,Daniela Bianchi,woman,1942-01-31,21,FALSE
Gone with the Wind,1939,Victor Fleming,12,Clark Gable,man,1901-02-01,38,Vivien Leigh,woman,1913-11-05,26,FALSE
I Think I Love My Wife,2007,Chris Rock,12,Chris Rock,man,1965-02-07,42,Kerry Washington,woman,1977-01-31,30,FALSE
Inferno,2016,Ron Howard,12,Tom Hanks,man,1956-07-09,60,Sidse Babett Knudsen,woman,1968-11-22,48,FALSE
Jack and Jill,2011,Dennis Dugan,12,Adam Sandler,man,1966-09-09,45,Katie Holmes,woman,1978-12-18,33,FALSE
Jane Eyre,2011,Cary Fukunaga,12,Michael Fassbender,man,1977-04-02,34,Mia Wasikowska,woman,1989-10-14,22,FALSE
La decima vittima,1965,Elio Petri,12,Marcello Mastroianni,man,1924-09-28,41,Ursula Andress,woman,1936-03-19,29,FALSE
Lo Sceicco Bianco,1952,Federico Fellini,12,Alberto Sordi,man,1920-06-15,32,Brunella Bovo,woman,1932-03-04,20,FALSE
Mr. & Mrs. Smith,2005,Doug Liman,12,Brad Pitt,man,1963-12-18,42,Angelina Jolie,woman,1975-06-04,30,FALSE
National Treasure,2004,Jon Turteltaub,12,Nicolas Cage,man,1964-01-07,40,Diane Kruger,woman,1976-07-15,28,FALSE
Natural Born Killers,1994,Oliver Stone,12,Woody Harrelson,man,1961-07-23,33,Juliette Lewis,woman,1973-06-21,21,FALSE
Taken,2008,Pierre Morel,12,Liam Neeson,man,1952-06-07,56,Famke Janssen,woman,1964-11-05,44,FALSE
Ted,2012,Seth MacFarlane,12,Mark Wahlberg,man,1971-06-05,41,Mila Kunis,woman,1983-08-14,29,FALSE
The Astronaut's Wife,1999,Rand Ravich,12,Johnny Depp,man,1963-06-09,36,Charlize Theron,woman,1975-08-07,24,FALSE
The Girl on the Train,2016,Tate Taylor,12,Justin Theroux,man,1971-08-10,45,Rebecca Ferguson,woman,1983-10-19,33,FALSE
The Girl on the Train,2016,Tate Taylor,12,Justin Theroux,man,1971-08-10,45,Emily Blunt,woman,1983-02-23,33,FALSE
The Greatest Showman,2017,Michael Gracey,12,Hugh Jackman,man,1968-10-12,49,Michelle Williams,woman,1980-09-09,37,FALSE
The Proposal,2009,Anne Fletcher,-12,Ryan Reynolds,man,1976-10-23,33,Sandra Bullock,woman,1964-07-26,45,FALSE
The Wrestler,2008,Darren Aronofsky,12,Mickey Rourke,man,1952-09-16,56,Marisa Tomei,woman,1964-12-04,44,FALSE
Tootsie,1982,Sydney Pollack,12,Dustin Hoffman,man,1937-08-08,45,Jessica Lange,woman,1949-04-20,33,FALSE
Up in the Air,2009,Jason Reitman,12,George Clooney,man,1961-05-06,48,Vera Farmiga,woman,1973-08-06,36,FALSE
World War Z,2013,Marc Forster,12,Brad Pitt,man,1963-12-18,50,Mireille Enos,woman,1975-09-22,38,FALSE
A Good Year,2006,Ridley Scott,11,Russell Crowe,man,1964-04-07,42,Marion Cotillard,woman,1975-09-30,31,FALSE
Annie Hall,1977,Woody Allen,11,Woody Allen,man,1935-12-01,42,Diane Keaton,woman,1946-01-05,31,FALSE
Barfly,1987,Barbet Schroeder,-11,Mickey Rourke,man,1952-09-16,35,Faye Dunaway,woman,1941-01-14,46,FALSE
Black Panther,2018,Ryan Coogler,-11,Daniel Kaluuya,man,1989-02-24,29,Danai Gurira,woman,1978-02-14,40,FALSE
Blow,2001,Ted Demme,11,Johnny Depp,man,1963-06-09,38,Penelope Cruz,woman,1974-04-28,27,FALSE
Dreamgirls,2006,Bill Condon,11,Eddie Murphy,man,1961-04-03,45,Anika Noni Rose,woman,1972-09-06,34,FALSE
From Russia with Love,1963,Terence Young,11,Sean Connery,man,1930-08-25,33,Martine Beswick,woman,1941-09-26,22,FALSE
I Could Never Be Your Woman,2007,Amy Heckerling,-11,Paul Rudd,man,1969-04-06,38,Michelle Pfeiffer,woman,1958-04-29,49,FALSE
Indiana Jones and the Temple of Doom,1984,Steven Spielberg,11,Harrison Ford,man,1942-07-13,42,Kate Capshaw,woman,1953-11-03,31,FALSE
Larry Crowne,2011,Tom Hanks,11,Tom Hanks,man,1956-07-09,55,Julia Roberts,woman,1967-10-28,44,FALSE
Love Actually,2003,Richard Curtis,-11,Rodrigo Santoro,man,1975-08-22,28,Laura Linney,woman,1964-02-05,39,FALSE
Message in a Bottle,1999,Luis Mandoki,11,Kevin Costner,man,1955-01-18,44,Robin Wright,woman,1966-04-08,33,FALSE
Monster's Ball,2001,Marc Forster,11,Billy Bob Thornton,man,1955-08-04,46,Halle Berry,woman,1966-08-14,35,FALSE
Old School,2003,Todd Phillips,11,Luke Wilson,man,1971-09-21,32,Elisha Cuthbert,woman,1982-11-30,21,FALSE
Passengers,2016,Morten Tyldum,11,Chris Pratt,man,1979-06-21,37,Jennifer Lawrence,woman,1990-08-15,26,FALSE
Pride & Prejudice,2005,Joe Wright,11,Matthew Macfadyen,man,1974-10-17,31,Keira Knightley,woman,1985-03-26,20,FALSE
Sabrina,1954,Billy Wilder,11,William Holden,man,1918-04-17,36,Audrey Hepburn,woman,1929-05-04,25,FALSE
Save the Last Dance,2001,Thomas Carter,11,Sean Patrick Thomas,man,1970-12-17,31,Julia Stiles,woman,1981-03-28,20,FALSE
Seven Pounds,2008,Gabriele Muccino,11,Will Smith,man,1968-09-25,40,Rosario Dawson,woman,1979-05-09,29,FALSE
Sex and the City,2008,Michael Patrick King,11,Chris Noth,man,1954-11-13,54,Sarah Jessica Parker,woman,1965-03-25,43,FALSE
Singin' in the Rain,1952,"Stanley Donen, Gene Kelly",11,Gene Kelly,man,1912-08-23,40,Jean Hagen,woman,1923-08-03,29,FALSE
Skyfall,2012,Sam Mendes,11,Daniel Craig,man,1968-03-02,44,Berenice Marlohe,woman,1979-05-19,33,FALSE
Smart People,2008,Noam Murro,11,Dennis Quaid,man,1954-04-09,54,Sarah Jessica Parker,woman,1965-03-25,43,FALSE
Stoker,2013,Park Chan-wook,11,Matthew Goode,man,1978-04-03,35,Mia Wasikowska,woman,1989-10-14,24,FALSE
Sweet November,2001,Pat O'Connor,11,Keanu Reeves,man,1964-09-02,37,Charlize Theron,woman,1975-08-07,26,FALSE
The Family Stone,2007,Thomas Bezucha,11,Jamie Kaler,man,1964-09-14,43,Elizabeth Reaser,woman,1975-06-15,32,FALSE
The Fast and the Furious,2001,Rob Cohen,11,Vin Diesel,man,1967-07-18,34,Michelle Rodriguez,woman,1978-07-12,23,FALSE
The Good Girl,2002,Miguel Arteta,-11,Jake Gyllenhaal,man,1980-12-19,22,Jennifer Aniston,woman,1969-02-11,33,FALSE
The Great Gatsby,2013,Baz Luhrmann,11,Leonardo DiCaprio,man,1974-11-11,39,Carey Mulligan,woman,1985-05-28,28,FALSE
The Heartbreak Kid,2007,"Bobby Farrelly, Peter Farrelly",11,Ben Stiller,man,1965-11-30,42,Michelle Monaghan,woman,1976-03-23,31,FALSE
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",11,Ricky Gervais,man,1961-06-25,48,Jennifer Garner,woman,1972-04-17,37,FALSE
The Light Between Oceans,2016,Derek Cianfrance,11,Michael Fassbender,man,1977-04-02,39,Alicia Vikander,woman,1988-10-03,28,FALSE
The Thomas Crown Affair,1968,Norman Jewison,11,Steve McQueen,man,1930-03-24,38,Faye Dunaway,woman,1941-01-14,27,FALSE
The Wolf of Wall Street,2013,Martin Scorsese,11,Leonardo DiCaprio,man,1974-11-11,39,Cristin Milioti,woman,1985-08-16,28,FALSE
Thunderball,1965,Terence Young,11,Sean Connery,man,1930-08-25,35,Claudine Auger,woman,1941-04-26,24,FALSE
Tomorrow Never Dies,1997,Roger Spottiswoode,11,Pierce Brosnan,man,1953-05-16,44,Teri Hatcher,woman,1964-12-08,33,FALSE
Trainwreck,2015,Judd Apatow,11,Mike Birbiglia,man,1978-06-20,37,Brie Larson,woman,1989-10-01,26,FALSE
While You Were Sleeping,1995,Jon Turteltaub,11,Bill Pullman,man,1953-12-17,42,Sandra Bullock,woman,1964-07-26,31,FALSE
Wimbledon,2004,Richard Loncraine,11,Paul Bettany,man,1971-05-27,33,Kirsten Dunst,woman,1982-04-30,22,FALSE
Win a Date with Tad Hamilton!,2004,Robert Luketic,11,Josh Duhamel,man,1972-11-14,32,Kate Bosworth,woman,1983-01-02,21,FALSE
Year One,2009,Harold Ramis,11,Jack Black,man,1969-08-28,40,June Diane Raphael,woman,1980-01-04,29,FALSE
You Only Live Twice,1967,Lewis Gilbert,11,Sean Connery,man,1930-08-25,37,Akiko Wakabayashi,woman,1941-08-26,26,FALSE
27 Dresses,2008,Anne Fletcher,10,Edward Burns,man,1968-01-29,40,Malin Akerman,woman,1978-05-12,30,FALSE
Ant-Man,2015,Peyton Reed,10,Paul Rudd,man,1969-04-06,46,Evangeline Lilly,woman,1979-08-03,36,FALSE
Bedtime Stories,2008,Adam Shankman,10,Adam Sandler,man,1966-09-09,42,Keri Russell,woman,1976-03-23,32,FALSE
Big Daddy,1999,Dennis Dugan,10,Jon Stewart,man,1962-11-28,37,Leslie Mann,woman,1972-03-26,27,FALSE
Braveheart,1995,Mel Gibson,10,Mel Gibson,man,1956-01-03,39,Sophie Marceau,woman,1966-11-17,29,FALSE
Daddy's Home,2015,Sean Anders,10,Mark Wahlberg,man,1971-06-05,44,Alessandra Ambrosio,woman,1981-04-11,34,FALSE
Death to Smoochy,2002,Danny DeVito,-10,Edward Norton,man,1969-08-18,33,Catherine Keener,woman,1959-03-23,43,FALSE
Diamonds Are Forever,1971,Guy Hamilton,10,Sean Connery,man,1930-08-25,41,Jill St. John,woman,1940-08-19,31,FALSE
Django Unchained,2012,Quentin Tarantino,10,Jamie Foxx,man,1967-12-13,45,Kerry Washington,woman,1977-01-31,35,FALSE
EDtv,1999,Ron Howard,10,Woody Harrelson,man,1961-07-23,38,Jenna Elfman,woman,1971-09-30,28,FALSE
Ever After,1998,Andy Tennant,10,Dougray Scott,man,1965-11-26,33,Drew Barrymore,woman,1975-02-22,23,FALSE
Forrest Gump,1994,Robert Zemeckis,10,Tom Hanks,man,1956-07-09,38,Robin Wright,woman,1966-04-08,28,FALSE
Ghost,1990,Jerry Zucker,10,Patrick Swayze,man,1952-08-18,38,Demi Moore,woman,1962-11-11,28,FALSE
Ghost Rider,2007,Mark Steven Johnson,10,Nicolas Cage,man,1964-01-07,43,Eva Mendes,woman,1974-03-05,33,FALSE
Girl with a Pearl Earring,2003,Peter Webber,10,Colin Firth,man,1960-09-10,43,Essie Davis,woman,1970-11-30,33,FALSE
High School High,1996,Hart Bochner,10,Jon Lovitz,man,1957-07-21,39,Tia Carrere,woman,1967-01-02,29,FALSE
How to Lose a Guy in 10 Days,2003,Donald Petrie,10,Matthew McConaughey,man,1969-11-04,34,Kate Hudson,woman,1979-04-19,24,FALSE
Husbands and Wives,1992,Woody Allen,10,Woody Allen,man,1935-12-01,57,Mia Farrow,woman,1945-02-09,47,FALSE
Little Black Book,2004,Nick Hurran,10,Ron Livingston,man,1967-06-05,37,Brittany Murphy,woman,1977-11-10,27,FALSE
Made of Honor,2008,Paul Weiland,10,Patrick Dempsey,man,1966-01-13,42,Michelle Monaghan,woman,1976-03-23,32,FALSE
Man of Steel,2013,Zack Snyder,10,Kevin Costner,man,1955-01-18,58,Diane Lane,woman,1965-01-21,48,FALSE
Prima della rivoluzione,1964,Michelangelo Antonioni,-10,Francesco Barilli,man,1943-02-04,21,Adriana Asti,woman,1933-04-30,31,FALSE
Pulp Fiction,1994,Quentin Tarantino,10,Bruce Willis,man,1955-03-19,39,Maria de Medeiros,woman,1965-08-19,29,FALSE
Return to Me,2000,Bonnie Hunt,10,David Duchovny,man,1960-08-07,40,Minnie Driver,woman,1970-01-31,30,FALSE
Smokey and the Bandit,1977,Hal Needham,10,Burt Reynolds,man,1936-02-11,41,Sally Field,woman,1946-11-06,31,FALSE
Snowden,2016,Oliver Stone,10,Joseph Gordon-Levitt,man,1981-02-17,35,Shailene Woodley,woman,1991-11-15,25,FALSE
Spanglish,2004,James L. Brooks,10,Adam Sandler,man,1966-09-09,38,Paz Vega,woman,1976-01-02,28,FALSE
Stranger Than Fiction,2006,Marc Forster,10,Will Ferrell,man,1967-07-16,39,Maggie Gyllenhaal,woman,1977-11-16,29,FALSE
Sweet Home Alabama,2002,Andy Tennant,10,Patrick Dempsey,man,1966-01-13,36,Reese Witherspoon,woman,1976-03-21,26,FALSE
Thank You for Smoking,2006,Jason Reitman,10,Aaron Eckhart,man,1968-03-12,38,Katie Holmes,woman,1978-12-18,28,FALSE
The Best Little Whorehouse in Texas,1982,Colin Higgins,10,Burt Reynolds,man,1936-02-11,46,Dolly Parton,woman,1946-01-19,36,FALSE
The Mask,1994,Chuck Russell,10,Jim Carrey,man,1962-01-17,32,Cameron Diaz,woman,1972-08-30,22,FALSE
The Nutty Professor,1996,Tom Shadyac,10,Eddie Murphy,man,1961-04-03,35,Jada Pinkett,woman,1971-09-18,25,FALSE
The Prestige,2006,Christopher Nolan,10,Christian Bale,man,1974-01-30,32,Scarlett Johansson,woman,1984-11-22,22,FALSE
The Time Traveler's Wife,2009,Robert Schwentke,10,Eric Bana,man,1968-08-09,41,Rachel McAdams,woman,1978-11-17,31,FALSE
Water for Elephants,2011,Francis Lawrence,-10,Robert Pattinson,man,1986-05-13,25,Reese Witherspoon,woman,1976-03-21,35,FALSE
Wedding Crashers,2005,David Dobkin,10,Owen Wilson,man,1968-11-18,37,Rachel McAdams,woman,1978-11-17,27,FALSE
What's Eating Gilbert Grape,1993,Lasse Hallström,10,Johnny Depp,man,1963-06-09,30,Juliette Lewis,woman,1973-06-21,20,FALSE
42,2013,Brian Helgeland,9,Chadwick Boseman,man,1976-11-29,37,Nicole Beharie,woman,1985-01-03,28,FALSE
50 First Dates,2004,Peter Segal,9,Adam Sandler,man,1966-09-09,38,Drew Barrymore,woman,1975-02-22,29,FALSE
A History of Violence,2005,David Cronenberg,9,Viggo Mortensen,man,1958-10-20,47,Maria Bello,woman,1967-04-18,38,FALSE
Accepted,2006,Steve Pink,9,Justin Long,man,1978-06-02,28,Blake Lively,woman,1987-08-25,19,FALSE
Amelie,2001,Jean-Pierre Jeunet,9,Mathieu Kassovitz,man,1967-08-03,34,Audrey Tautou,woman,1976-08-09,25,FALSE
Bridget Jones's Baby,2016,Sharon Maguire,9,Colin Firth,man,1960-09-10,56,Renee Zellweger,woman,1969-04-25,47,FALSE
Bridget Jones's Diary,2001,Sharon Maguire,9,Hugh Grant,man,1960-09-09,41,Renee Zellweger,woman,1969-04-25,32,FALSE
Bridget Jones's Diary,2001,Sharon Maguire,9,Colin Firth,man,1960-09-10,41,Renee Zellweger,woman,1969-04-25,32,FALSE
Bull Durham,1988,Ron Shelton,-9,Kevin Costner,man,1955-01-18,33,Susan Sarandon,woman,1946-10-04,42,FALSE
Call Me by Your Name,2017,Luca Guadagnino,9,Armie Hammer,man,1986-08-28,31,Timothée Chalamet,man,1995-12-27,22,TRUE
Closer,2004,Mike Nichols,9,Jude Law,man,1972-12-29,32,Natalie Portman,woman,1981-06-09,23,FALSE
Crank,2006,"Mark Neveldine, Brian Taylor",9,Jason Statham,man,1967-07-26,39,Amy Smart,woman,1976-03-26,30,FALSE
Don't Mess with the Zohan,2008,Dennis Dugan,9,Adam Sandler,man,1966-09-09,42,Emmanuelle Chriqui,woman,1975-12-10,33,FALSE
He's Just Not That Into You,2009,Ken Kwapis,9,Bradley Cooper,man,1975-01-05,34,Scarlett Johansson,woman,1984-11-22,25,FALSE
Heartbreakers,2001,David Mirkin,9,Jason Lee,man,1970-04-25,31,Jennifer Love Hewitt,woman,1979-02-21,22,FALSE
I Love You Phillip Morris,2009,"Glenn Ficarra, John Requa",9,Jim Carrey,man,1962-01-17,47,Ewan McGregor,man,1971-03-31,38,TRUE
